ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
525,17/02/2023,125,17,15.88088962004962,31.32161527342902,4,0,21.04570966778686,EXPERT,GRAINS,19.286385469800813  kg
526,16/03/2022,409,6,31.703070337263274,82.63570576957076,2,0,28.837128474876543,nan,Vegetables,46.709632833074735  kg
527,05/08/2024,3170,14,19.07751841585026,56.30309880184568,0,0,15.411093901673405,Intermediate,Vegetables,167.72347276078136  kg
528,16/05/2023,484,11,33.55967547755583,82.18579060090265,1,0,31.00225871801461,nan,Vegetables,53.37611439523967  kg
529,28/08/2023,250,14,13.17999406718624,32.673829406920746,0,0,40.21250649711321,Beginner,dairy,51.609715000425886  kg
530,25/04/2022,262,18,28.107132703160296,45.760538555919105,0,0,16.811176330456902,intermediate,GRAINS,30.69250997587629  kg
531,22/02/2023,490,12,17.80679465,32.02015069283236,2,0,46.92640881565259,Intermediate,dairy,66.90638706394775  kg
532,31/03/2022,307,6,34.18778159034444,59.30247773897632,3,0,31.087902476038643,Beginner,MeAt,49.000917027210384  kg
533,17/09/2024,337,15,31.99554784879238,54.680367989948635,1,0,19.229680515349855,intermediate,dairy,32.96766260645548  kg
534,21/07/2024,376,13,14.890231826112876,43.22902160839824,6,0,24.12290835780937,intermediate,MEAT,40.124705966212645  kg
535,24/05/2024,325,18,33.675899693468075,89.42170692,4,0,12.856543306123388,nan,GRAINS,40.6093720103473  kg
536,23/10/2023,262,6,26.68375995116071,52.61913251557681,0,0,32.266678793641134,intermediate,Vegetables,38.905452653242584  kg
537,12/01/2022,187,13,18.160839412582327,30.22902804746083,2,0,42.337528984473096,EXPERT,MEAT,48.10629775919871  kg
538,01/02/2023,213,5,26.165147835571503,36.05647199865129,2,0,41.34730189916658,Beginner,Vegetables,36.064354398347106  kg
539,30/07/2023,341,9,-10,44.34952666693458,6,0,36.75032202,EXPERT,MeAt,47.53306062630596  kg
540,12/02/2022,419,15,11.640653614350324,58.74420378620107,5,0,15.171493855489343,Intermediate,dairy,35.56827613398504  kg
541,17/06/2022,259,16,31.79581947432803,73.28360707,4,0,20.383127847414144,Intermediate,dairy,36.10476295335495  kg
542,21/02/2023,415,15,14.461149130694302,43.156437715432546,1,0,35.62157581359683,intermediate,MeAt,47.942670803581755  kg
543,25/08/2024,212,6,18.075279959655347,65.68819288066737,6,0,7.874589534390628,Beginner,MEAT,23.81096928366299  kg
544,03/03/2023,470,12,24.92617292239229,63.27944088210573,4,0,19.78511674486093,Beginner,GRAINS,39.2634479174479  kg
545,29/06/2023,103,12,31.902629814951062,34.583096699487356,3,0,28.85281047732796,nan,dairy,29.56588823148917  kg
546,06/08/2024,400,6,32.429658524115474,89.77573719149261,1,0,23.19087389481676,Beginner,GRAINS,43.31566368823671  kg
547,31/01/2022,444,5,28.79789439274597,83.93084329081483,0,0,16.55345733393911,intermediate,MEAT,37.41623060587887  kg
548,23/06/2024,225,5,34.45154544933821,35.52571519397414,6,0,37.61133144,EXPERT,MEAT,35.83680157884877  kg
549,24/10/2023,314,9,10.260692484935078,63.119418127243264,1,0,27.666877418783184,Beginner,Vegetables,46.04778611530802  kg
550,15/09/2022,300,8,26.000074170922844,35.95813216522158,3,0,34.38378148585727,nan,GRAINS,42.768785120435794  kg
551,02/12/2022,132,14,14.211109628567991,85.12408263638264,4,0,28.092878702691614,EXPERT,MeAt,28.30851581632198  kg
552,16/01/2022,251,13,10.226810116318124,89.50455703007033,6,0,7.961529231075941,nan,GRAINS,24.31635115807747  kg
553,10/11/2023,382,16,12.770199054495176,60.763214868757686,4,0,13.368267840083796,nan,MeAt,38.33398806951443  kg
554,21/11/2022,260,17,18.20953069712703,86.94672858536643,0,0,15.107109803369818,EXPERT,Vegetables,30.575653714870235  kg
555,28/03/2024,204,8,31.318200496892782,37.462969874479455,3,0,27.993683437027794,nan,dairy,30.46669384699693  kg
556,11/08/2022,212,12,17.803701417411176,64.75598122923161,3,0,29.898078783035004,intermediate,MEAT,40.8021964008873  kg
557,29/06/2022,127,9,20.45999471669132,65.77929113,2,0,38.84579148,Intermediate,GRAINS,34.74902392736851  kg
558,10/04/2022,140,14,26.28798667005662,84.64059476610836,6,0,47.347171701726964,intermediate,MEAT,59.1004523269721  kg
559,06/06/2023,317,6,33.93307219736468,35.99200926817069,1,0,36.28343597945295,intermediate,GRAINS,46.1404537057177  kg
560,23/01/2022,485,19,19.803780286129914,34.110324397618776,6,0,43.680037861307156,Intermediate,MeAt,59.27451313166337  kg
563,16/07/2024,192,7,19.29831669792162,67.64919430705676,1,0,22.00973173817689,Intermediate,Vegetables,32.16230121701343  kg
564,28/01/2024,323,16,15.430227442280263,54.95663427,6,0,14.05687046605126,intermediate,MEAT,36.12346061057015  kg
566,08/03/2023,387,7,10.39552729413956,48.191643567662766,2,0,33.44086437900964,nan,Vegetables,43.39204397910037  kg
567,19/08/2023,493,10,14.971406944382398,50.24040846102141,5,0,39.79325755664412,Intermediate,Vegetables,58.62991168637818  kg
568,17/06/2024,439,15,21.50405661221099,40.326636169366665,0,0,41.23025831,Intermediate,MEAT,64.14623086107923  kg
569,23/07/2022,406,5,21.645320175506214,56.93118430048249,5,0,17.75138310010032,EXPERT,MEAT,28.63989248880968  kg
570,31/01/2024,255,6,10.046997088122765,83.76244797943315,2,0,5.172671548,Intermediate,GRAINS,23.426333335406042  kg
571,04/04/2022,152,14,-10,82.11309037921733,0,0,8.452527208379834,Intermediate,GRAINS,30.17570890003757  kg
572,26/08/2023,195,9,16.65048195013452,59.83874677013834,5,0,30.30932183530644,Intermediate,GRAINS,38.30562770987711  kg
573,10/03/2022,487,12,21.057469059522756,34.454452379303184,3,0,45.848094492988075,EXPERT,GRAINS,53.028111423586424  kg
574,11/08/2024,220,16,19.092328118903506,42.24147994431472,6,0,17.807017203710643,EXPERT,Vegetables,27.43161176278955  kg
575,12/10/2022,211,18,15.864032333370716,80.31295289416968,2,0,33.38228500213681,Beginner,MeAt,35.660235519048264  kg
576,15/05/2024,306,15,29.692825388192716,42.324084508681764,2,0,13.679175591032642,Beginner,MEAT,32.57479849268744  kg
577,11/03/2023,150,6,25.080485255334306,37.197221581433396,5,0,11.625218348473265,EXPERT,MEAT,23.314972141368774  kg
578,03/06/2022,451,16,24.93689656579825,70.52521245282534,4,1,19.539486574985176,Intermediate,MeAt,40.83410302029882  kg
579,17/03/2022,290,8,27.873101005056192,49.824480232546435,3,0,37.95748009688997,Beginner,GRAINS,48.023982951476846  kg
580,28/02/2024,470,6,13.059418933129448,40.32535375771556,2,0,29.506795191983723,Beginner,MEAT,53.678696834807404  kg
581,04/08/2023,363,6,22.04087116337156,76.61568061963354,4,0,36.99504328774151,intermediate,dairy,44.14709184987851  kg
582,23/03/2023,269,17,30.79657783128555,76.98099823900398,3,0,39.43372251894764,nan,MEAT,50.1501931840935  kg
583,08/07/2022,289,14,29.193097201669506,83.28234386160707,4,0,14.817844831697295,intermediate,MeAt,40.83991087157772  kg
584,29/09/2022,227,6,16.35561449743733,89.69147838355929,3,0,31.44636582293957,Beginner,dairy,36.31985707702058  kg
585,25/08/2022,152,13,13.643914206118792,86.79866603961278,3,0,25.442527855542014,nan,GRAINS,27.793527459427636  kg
586,03/05/2023,228,18,25.21216031649478,53.10720719415001,2,0,34.10767530168714,Beginner,Vegetables,34.707083245755896  kg
587,14/07/2023,278,13,20.75842943772303,70.53480552,4,0,16.682147766881535,intermediate,Vegetables,32.148650553802  kg
588,28/04/2022,360,8,12.569810112316642,89.03041877132627,3,0,44.06761828969268,intermediate,dairy,52.931599282810026  kg
589,30/05/2024,434,13,12.22100612718911,88.62625398,3,0,10.463670747723747,EXPERT,MeAt,42.26877358808445  kg
590,28/05/2023,284,6,23.312029813985653,70.93163283759662,6,0,18.690883872223807,Beginner,Vegetables,35.647366340464266  kg
592,06/10/2023,198,5,21.548673416773894,71.89866943365436,4,0,39.23986899521793,EXPERT,MeAt,37.895126410712464  kg
593,07/05/2022,147,9,23.356055149411127,58.17850648084254,5,0,21.364041151375233,nan,dairy,27.76383141098036  kg
594,27/04/2022,478,19,13.648051850878637,58.37382796865429,2,0,10.004393630219843,Intermediate,Vegetables,50.20888551953365  kg
595,19/04/2023,244,12,34.53090936,38.34695093346525,2,0,12.97072148892143,intermediate,GRAINS,28.0095098013163  kg
596,02/02/2022,158,7,22.079213010420133,82.45360345,2,0,24.167196881012277,Intermediate,Vegetables,34.50138153432251  kg
597,27/02/2022,152,18,29.320569500420113,61.96055321,6,0,28.54458747368937,nan,MEAT,42.84272292631529  kg
599,07/09/2024,485,15,17.41224453208288,76.24455185433311,5,0,43.29283547,Intermediate,Vegetables,67.2922693239414  kg
600,05/01/2023,198,15,23.306505333476004,89.43276197,3,0,19.73394314300516,nan,GRAINS,36.06727131071205  kg
601,26/09/2022,4510,8,18.07826642675696,52.48821406690778,0,0,7.293869466009909,Beginner,dairy,170.5549474346081  kg
602,16/02/2022,120,13,16.312718742209555,87.97460464240788,2,0,18.413404273617026,intermediate,GRAINS,21.20784527390633  kg
603,16/12/2022,325,19,19.859133095458755,47.90609474,4,0,9.710418674,nan,GRAINS,28.308523250011675  kg
604,15/07/2022,332,18,25.15471783902929,68.27262555981804,4,0,12.408279271640094,EXPERT,GRAINS,34.85539944387109  kg
606,18/06/2024,168,14,28.73209281739441,85.53133247111285,1,0,11.158032496386056,EXPERT,GRAINS,23.751921841598627  kg
607,16/01/2024,332,8,10.275790356561645,51.73057529,1,0,10.016945952745187,Intermediate,dairy,30.401982938361428  kg
608,12/06/2024,487,7,13.523990688044233,67.84202827,2,0,39.84887725728365,Intermediate,GRAINS,53.80048111706691  kg
610,20/03/2023,441,8,18.58901187,54.14679824602014,0,0,42.13451171,Beginner,GRAINS,58.34171143004316  kg
611,03/03/2024,109,17,11.56355567243421,40.811745247688876,6,1,5.901045337948442,Intermediate,MEAT,27.969396572762623  kg
612,01/11/2022,260,12,13.98218613107013,77.55128351777515,1,0,33.47611747976781,nan,MEAT,36.79946502869056  kg
613,08/12/2022,257,5,31.179184034314353,66.12701912128676,3,0,36.230783634758396,EXPERT,dairy,34.93707296986269  kg
614,25/07/2024,416,9,28.937047119735436,42.88007183835221,3,0,47.470015011576606,Beginner,MEAT,59.60539459385943  kg
616,30/05/2022,141,5,25.30644964702895,61.89596787626585,0,0,21.190734209538476,EXPERT,MEAT,34.975518090579165  kg
617,05/05/2022,367,12,33.53093760580966,84.44280988277082,3,0,14.671243912402364,Beginner,Vegetables,33.42661312208679  kg
618,26/04/2024,171,9,20.722171971525967,88.91434188459235,4,0,8.791896477,intermediate,MeAt,22.703082875515566  kg
619,04/06/2024,434,10,20.099446908163706,41.38891817832936,1,0,6.114419490926804,intermediate,MEAT,41.232896972475444  kg
620,20/02/2022,487,9,33.607590873945746,79.56234309999431,6,0,42.45877325346137,EXPERT,MeAt,51.63918351701324  kg
621,20/12/2022,383,14,60,31.84740297962687,1,0,6.391889662710471,EXPERT,dairy,35.35247410335702  kg
622,25/09/2024,291,13,28.491782518169092,55.1633767,2,0,21.784992600508836,EXPERT,Vegetables,38.971426531839676  kg
623,23/05/2022,497,19,25.415114546561853,43.11059006124782,0,1,19.360557041920814,EXPERT,MeAt,54.47205000458349  kg
624,16/04/2023,205,15,30.54516109752717,85.81025792630547,6,0,15.960700663908437,nan,dairy,27.955688633689025  kg
625,04/02/2023,250,8,32.64727761969401,36.77589856116068,5,0,5.852543151845956,Intermediate,dairy,24.92227385974448  kg
626,18/07/2024,160,6,19.934534762132913,86.17602836479315,3,0,25.981397668752592,Intermediate,dairy,30.967777194653983  kg
627,17/11/2022,409,14,31.722515638514274,70.84535357762914,3,0,15.971087196958079,EXPERT,GRAINS,43.59308945899236  kg
628,20/01/2022,357,13,10.460692968455437,81.98319085508052,3,0,26.44075720577298,nan,Vegetables,45.21106349139713  kg
629,26/06/2024,339,7,18.49443678904713,72.22753865943045,2,0,19.21987135063523,intermediate,Vegetables,33.296391741656024  kg
630,30/04/2024,261,16,31.32724058509126,41.21486644,1,0,42.245383765157236,intermediate,MEAT,48.30380463938802  kg
631,13/06/2024,237,8,26.604697862635433,62.97637611,3,0,22.349910398059123,EXPERT,Vegetables,31.850159429787766  kg
632,12/02/2023,345,17,30.238249394211046,81.80404601142011,6,0,5.041823759148248,intermediate,dairy,33.8274408115371  kg
634,25/11/2023,231,14,31.981716499945954,82.64133673231561,5,0,26.517151560012984,nan,MEAT,46.31842087134507  kg
635,08/02/2022,150,14,21.14895767525804,52.896716392032005,1,0,18.838840797070535,Beginner,Vegetables,24.44965456041181  kg
636,25/06/2022,144,18,22.33192116959499,69.91752611868331,5,0,10.240651871677063,EXPERT,MEAT,28.962394104348828  kg
637,03/09/2022,222,10,23.337798132492388,80.82836938162711,5,0,36.08268418009684,nan,MEAT,45.32956183205568  kg
638,11/06/2024,384,13,20.715763674261893,74.40968213,1,0,16.586553926467616,nan,Vegetables,30.53759908593107  kg
639,23/12/2023,290,19,12.343923016138916,65.62814884857693,5,1,13.692200378379473,Beginner,Vegetables,46.06310463655162  kg
640,01/08/2024,445,10,21.190073508005426,78.43135912747128,3,0,34.42040380060077,Beginner,Vegetables,53.488017225904066  kg
641,13/07/2024,451,16,17.060772467162792,67.51228617182653,5,0,10.140671236612812,intermediate,MeAt,35.60112292648284  kg
642,04/06/2022,330,6,29.59581383547155,32.69121408141412,5,0,49.448729259463484,Intermediate,MEAT,54.959220694895144  kg
643,01/10/2023,438,12,30.05326395318969,30.781774065425026,6,0,46.21134125078025,intermediate,dairy,50.01830836805584  kg
644,15/10/2022,101,10,26.54080875927867,72.54082346,5,0,5.7504116070427616,Beginner,MeAt,16.566751782132215  kg
645,18/09/2023,286,15,60,53.51149778454473,0,0,21.34727583795048,EXPERT,dairy,34.982513272835654  kg
647,24/07/2023,496,6,15.816138464067025,66.19750834289658,0,0,42.00026506596547,EXPERT,GRAINS,62.70996773341118  kg
648,12/03/2024,473,18,27.147781776246593,38.530226802233734,1,0,10.077943423262964,EXPERT,Vegetables,38.846223448220215  kg
650,08/05/2022,161,11,32.063337145489996,57.0279181,6,0,9.436740360887141,intermediate,MeAt,17.199561537947268  kg
651,19/11/2022,307,10,17.421731864007022,32.06767557,5,0,13.946632742183132,Beginner,dairy,33.21430954232683  kg
652,13/09/2022,243,19,15.778272810691165,61.91476239,1,0,39.46872086848306,EXPERT,dairy,47.65382663172371  kg
653,01/03/2024,296,15,15.896439978592177,56.92881874479636,4,0,38.51712839884609,Intermediate,Vegetables,47.09772643098356  kg
655,10/07/2022,484,6,23.58251308408221,60.129216597719214,6,0,25.975233169632006,nan,Vegetables,47.3905283958085  kg
656,26/04/2022,388,15,28.729040977532076,46.29412588506239,1,0,28.63662884517125,EXPERT,dairy,43.34716212732006  kg
658,30/08/2023,323,5,16.08694921012168,48.11500200465011,2,0,22.93891223958788,Intermediate,Vegetables,42.11775422243314  kg
659,30/06/2022,207,7,15.089457008556067,62.975019403328616,3,0,45.74924770680055,intermediate,Vegetables,46.36652962334666  kg
660,29/10/2022,251,13,26.67428792477268,74.07467539,5,0,32.83746300922726,nan,MEAT,45.0669892006072  kg
661,09/04/2024,264,6,29.50532658575256,58.935861675131534,1,0,36.538956460644286,Beginner,Vegetables,44.81123862378257  kg
662,19/06/2024,133,7,17.264688995158878,34.10004629073625,2,0,8.137374162517826,EXPERT,GRAINS,20.074865606700396  kg
663,20/02/2024,319,17,13.724993403731087,58.91204875647699,1,0,19.04863477038746,nan,GRAINS,29.389676945212145  kg
664,10/01/2024,328,15,19.381497611066656,85.86059825311798,2,1,15.421956114375451,EXPERT,GRAINS,42.09719728374481  kg
666,02/06/2023,193,8,18.06319944616038,70.01199963,4,0,8.191218176959065,nan,dairy,31.05819903151794  kg
667,08/01/2023,136,5,27.940894647715737,35.38872925696644,6,0,40.58109958550755,nan,MeAt,31.934274118320666  kg
668,15/02/2022,234,9,30.469641083927343,31.63050096545065,1,0,17.701811168581976,Beginner,dairy,35.34209405578293  kg
669,04/09/2024,127,16,19.475678155477436,45.20143020357968,2,0,36.27132709016784,EXPERT,dairy,36.79611132796196  kg
671,13/03/2024,164,5,34.77816079553259,42.803600878541374,2,0,31.839527958154697,EXPERT,dairy,30.723275078314938  kg
672,21/06/2022,185,13,10.521528482288453,79.77525341191502,1,0,30.510175831229123,Intermediate,MEAT,42.843562459021314  kg
674,27/05/2023,185,16,26.85759516022621,33.13191774,5,0,11.38974167084381,Intermediate,Vegetables,23.260686218466095  kg
675,18/02/2022,266,9,13.973457081918912,72.46129957983712,4,0,39.71804278993194,intermediate,MeAt,39.66096850558484  kg
676,11/07/2022,476,12,22.849896695218124,38.33227958379102,0,0,25.042393669004248,EXPERT,MEAT,45.921314782682465  kg
677,24/06/2024,334,12,29.849742909200152,63.202740967602445,0,0,42.63870184609355,nan,GRAINS,50.0905017840941  kg
678,31/05/2023,168,19,15.299562272555963,35.12048018905949,2,0,18.78354485993919,nan,Vegetables,35.3277662869323  kg
680,11/01/2024,263,11,23.467391683575975,53.5094378,3,0,43.201574126423274,Intermediate,MEAT,44.1989861852648  kg
681,26/04/2023,328,5,29.21499511971271,86.63893832179258,2,1,44.20632323293937,nan,GRAINS,57.06939004175962  kg
683,14/02/2024,140,17,22.16494155609383,75.22978203415312,2,0,42.322331756406854,Beginner,dairy,45.63730436819447  kg
684,08/12/2023,225,11,23.48890551238763,55.65010988,4,0,46.68387246145382,intermediate,MeAt,44.270719024286706  kg
686,27/01/2022,413,6,14.343836882689171,84.21647066080772,3,0,38.23276453297334,intermediate,dairy,51.13027259648881  kg
688,14/03/2023,162,5,29.315568186234565,54.08673785479162,1,1,33.62307891585016,Intermediate,MEAT,52.61739096948755  kg
689,23/01/2022,485,19,19.340558078863005,34.110324397618776,6,0,43.680037861307156,Intermediate,MeAt,59.27451313166337  kg
690,31/12/2022,319,15,14.158290193578555,79.18786829908365,5,0,33.21357955379224,Intermediate,Vegetables,53.13171735963514  kg
691,18/08/2022,153,8,15.925696427708404,53.578453520717474,3,0,40.001506000630286,nan,dairy,36.60976072774791  kg
692,07/02/2022,274,8,26.90130642966886,43.60382297541064,0,0,39.537447376581746,Intermediate,dairy,49.14366793128884  kg
693,01/11/2023,173,15,13.130839260820679,44.74844635836918,2,0,25.124046449739712,EXPERT,dairy,39.99950516248747  kg
694,04/02/2022,287,13,11.611590560955934,40.144864221359555,4,0,9.162519707,Beginner,dairy,22.986920779831614  kg
695,10/01/2023,448,15,34.418130966564476,32.649716170669876,1,0,24.619783125676364,EXPERT,GRAINS,40.023239995528414  kg
696,15/04/2023,223,11,20.567227834904738,63.87774305983579,5,0,15.407596774217996,nan,Vegetables,24.951914371248506  kg
697,05/02/2022,370,9,31.145476340003135,53.38556324558952,5,0,40.115653823307134,Intermediate,GRAINS,53.440622009713785  kg
698,19/11/2023,420,16,26.899556889658886,89.54653736248673,6,0,36.76803064610032,EXPERT,dairy,51.131861822699044  kg
700,29/01/2024,371,16,13.445572478980885,75.54413635550254,0,0,45.06064798080969,Beginner,Vegetables,56.20248094010072  kg
703,09/07/2024,487,13,23.949518469565994,42.785100521088495,1,0,40.23501041062409,nan,Vegetables,54.59807315308768  kg
704,19/07/2024,221,16,12.33519929938239,62.519404493385956,4,0,40.637103033369385,Intermediate,Vegetables,35.26192923315782  kg
705,19/05/2023,291,5,29.65689891892736,77.77443573377126,4,0,40.68783627667951,EXPERT,MEAT,48.43122661388152  kg
706,06/02/2022,289,10,35.11676371188213,52.77017420248312,6,0,35.31657800939704,Beginner,GRAINS,44.971207952813494  kg
707,14/06/2024,2830,14,15.402261329632687,71.38673095488727,4,0,27.800860588430126,EXPERT,MEAT,205.02305074269  kg
708,03/08/2023,189,10,23.13761555,63.67761257690417,3,0,38.48128611564545,Intermediate,MEAT,39.59379580090337  kg
709,10/06/2022,330,6,24.83196620775447,82.93551336569087,4,0,24.019521520503126,EXPERT,MEAT,41.49873003619349  kg
710,12/11/2023,293,7,12.375292474807615,68.12661873957136,6,0,14.445393331380382,nan,MEAT,21.31658594169797  kg
711,12/06/2022,242,7,21.981973214407184,45.490395251470154,6,0,5.472213851,nan,Vegetables,27.739594658424895  kg
712,07/12/2023,138,5,16.733282457550626,63.79947852,3,0,35.21327326896816,EXPERT,GRAINS,29.439951281926007  kg
713,27/01/2024,429,7,29.509994403681862,68.43813556815519,5,0,31.971784679239384,intermediate,MeAt,47.23485390110691  kg
715,11/03/2024,388,17,14.456311672616039,33.113717971104656,0,0,14.86067291018604,intermediate,dairy,29.67590590798278  kg
716,25/01/2024,243,19,19.634397076184044,48.605072300565304,3,0,37.79914120197535,intermediate,MEAT,47.991909509364035  kg
717,25/03/2024,382,13,33.24042307189211,84.39433264032976,0,0,32.82308594396546,EXPERT,GRAINS,52.33876215983008  kg
718,22/04/2022,238,18,28.926481690280582,44.051066808929136,4,0,11.090994573797783,Beginner,Vegetables,33.7421835291834  kg
720,02/06/2024,348,7,34.51292055002765,88.73745042246625,6,0,19.77734748274724,Intermediate,dairy,43.31353963662757  kg
721,14/04/2022,164,8,34.60878519,39.88948052080572,3,0,5.0083937676798405,nan,GRAINS,13.9607021146352  kg
723,24/02/2023,135,18,15.15465411296066,54.96728568426554,4,0,41.16898562052932,EXPERT,dairy,40.400829953870485  kg
724,19/03/2024,440,12,34.49116787584708,56.11945328731417,1,0,22.809995584719385,Beginner,MEAT,43.30844444240998  kg
725,10/08/2023,295,16,20.464515540598384,48.90882235,3,0,38.76173573,EXPERT,MeAt,48.27761435066501  kg
726,12/01/2022,187,13,17.74548201979458,30.22902804746083,2,0,42.337528984473096,EXPERT,MEAT,48.10629775919871  kg
728,30/04/2022,140,15,10.45919092,54.418314578055835,5,0,12.314209436091854,Intermediate,MEAT,27.065493186452  kg
729,23/02/2022,113,11,23.17560240529655,88.90792159563766,2,0,8.001224663245198,Intermediate,MEAT,20.221548401986887  kg
730,01/06/2022,278,18,26.520502957481266,64.48677326,2,0,13.783872405734714,intermediate,Vegetables,40.816460908114244  kg
731,08/02/2023,372,10,17.551512545869876,38.71179077307961,2,0,33.73199532,Beginner,GRAINS,54.64554559061014  kg
733,27/07/2022,414,19,20.132754577143587,78.48135779439318,2,0,33.139848186690486,EXPERT,dairy,52.44275056642469  kg
734,21/10/2023,221,13,15.69606043857775,80.12446985052756,5,0,41.134158558909675,Beginner,GRAINS,45.11368986323743  kg
736,05/09/2024,177,5,34.33643474940433,89.25957554047511,3,1,5.474800510258543,Intermediate,GRAINS,21.565545493661556  kg
738,19/05/2024,165,19,13.624126809495426,74.00920478952622,6,0,9.562092911143859,Beginner,GRAINS,34.46968384941936  kg
739,06/02/2022,289,10,34.75370931876618,52.77017420248312,6,0,35.31657800939704,Beginner,GRAINS,44.971207952813494  kg
740,29/03/2023,152,7,27.003298277586286,50.42224477834576,2,0,45.646164729280876,intermediate,Vegetables,42.118019898459124  kg
741,14/10/2023,138,15,30.763361410120996,43.92238973406636,5,0,24.80319837799243,nan,MeAt,28.310012387065612  kg
742,11/09/2022,494,10,34.66732450892904,43.70920480528625,6,0,7.493714979900999,nan,dairy,42.15829085544519  kg
743,31/10/2022,219,19,18.714341681049262,49.549387053866994,0,0,7.662968233859382,Beginner,Vegetables,31.955215407462433  kg
744,29/06/2024,348,12,28.96062544672778,57.04118849633478,5,0,7.234767115687349,intermediate,MeAt,29.42935627216665  kg
745,26/07/2023,194,9,14.343814891557363,33.58298933825336,2,0,37.978663429932396,Intermediate,Vegetables,42.908674450585394  kg
746,16/09/2023,441,17,30.628304898217596,89.69888215950559,5,0,7.764130816692471,Intermediate,dairy,41.6100412242775  kg
747,04/02/2024,447,12,60,37.52138854754314,6,0,7.453036734702183,Intermediate,MEAT,37.22588760016535  kg
748,19/09/2024,3380,16,16.10849851966165,68.27725576108432,3,0,26.434505849310696,intermediate,dairy,185.69433254181234  kg
749,20/09/2022,358,19,24.61676751106472,48.79237566421044,1,0,48.55112319418183,nan,GRAINS,58.700088038759375  kg
752,19/02/2023,405,11,21.822299140829553,80.53384478063688,6,0,6.813002558054395,intermediate,MeAt,40.36216505308717  kg
753,31/05/2022,479,9,22.109961189351015,82.79176064,1,0,18.813752699405818,EXPERT,Vegetables,42.23319998951513  kg
754,28/04/2024,253,9,16.703475502387835,44.85060438842471,6,0,35.617298619313495,Beginner,GRAINS,46.056978155017916  kg
755,03/10/2023,243,10,10.88927167588871,79.76349761751075,1,0,17.76235655377113,EXPERT,GRAINS,20.835739174543818  kg
756,14/08/2024,155,5,17.82904987043206,33.001114609266736,2,0,35.83285309750012,Beginner,GRAINS,38.640989924861  kg
757,05/07/2023,483,7,19.119955478613235,50.50822232953095,2,0,35.30959601591259,nan,MEAT,52.263670279307064  kg
758,01/05/2024,217,10,11.162514661001637,31.187739500835264,2,0,38.29405219701816,Beginner,Vegetables,36.07514419765052  kg
759,04/05/2023,157,12,22.670960795512066,81.94920991,3,0,33.12408867692159,intermediate,MEAT,43.102347038498095  kg
760,12/12/2023,319,12,12.296772192751117,55.806172591788005,1,0,29.83713624772099,intermediate,MEAT,35.34865767771876  kg
761,28/05/2022,114,18,25.632616505348693,47.073738105773856,5,0,40.61343877,nan,GRAINS,49.267267473558235  kg
762,27/05/2022,306,7,33.68376156577597,79.00093052704308,4,0,19.175466756952922,EXPERT,Vegetables,36.61806785329181  kg
763,17/02/2024,244,17,10.57332028170105,61.055778078931326,5,0,29.91013396980611,Intermediate,MEAT,33.49878087126129  kg
764,03/01/2022,370,14,30.759733319169978,64.63498384611678,0,0,41.551615444565385,Beginner,Vegetables,61.37539154422557  kg
765,03/05/2024,478,12,24.04982118667017,41.48566082997255,4,0,10.359794114452232,intermediate,Vegetables,44.47820964210439  kg
766,08/08/2024,381,9,22.676277596636027,62.81255795256268,3,0,44.085066271225735,Beginner,GRAINS,61.47164287774171  kg
767,22/10/2023,232,14,34.39977123996981,77.06525148020506,6,0,49.13572124365632,Intermediate,GRAINS,44.34609102083271  kg
769,09/04/2023,454,12,12.219184852694212,55.343071331058354,6,0,46.03183829087413,Beginner,dairy,58.63395686082685  kg
770,22/11/2022,167,18,25.755218708228604,60.774144968831855,1,0,8.111910547332556,Intermediate,MeAt,19.702327331378385  kg
771,06/07/2022,447,13,25.719120455148627,68.76577050030377,2,0,27.659614168034878,Beginner,GRAINS,48.45205936270791  kg
772,04/05/2022,427,6,29.39511839,66.24430062427315,2,0,36.41892938044249,intermediate,dairy,48.88488574689809  kg
773,08/07/2024,459,15,28.76823767498368,66.73548904571068,0,0,26.392363490996708,Intermediate,dairy,54.245769761141645  kg
774,01/09/2023,367,9,30.267148199656656,51.25606589046279,4,0,17.018375335534955,EXPERT,dairy,34.40843663602788  kg
775,24/05/2022,458,12,25.323604371640148,53.80781082517899,1,0,26.146191741511792,intermediate,MEAT,51.797708633708375  kg
776,22/01/2024,153,11,21.75797635254464,82.96406284040532,0,0,17.70655635691953,intermediate,MEAT,23.562718453819713  kg
777,30/01/2022,335,12,14.161069482229902,33.545633404695195,6,0,30.768928390201307,Intermediate,MeAt,40.60486015932328  kg
778,17/07/2022,458,17,29.82390236514079,61.79949137558512,6,0,5.644890764015057,Intermediate,dairy,35.47048980696812  kg
781,21/10/2022,259,18,31.61522089887592,62.68965945271121,4,0,28.48479476710744,intermediate,GRAINS,45.02294444071185  kg
782,15/06/2024,429,5,12.439062755982494,38.63651481433385,5,0,43.52004837019187,nan,MeAt,55.86183591998376  kg
783,05/02/2023,226,13,29.248617506291975,80.52446624391476,6,1,38.11630790983949,Intermediate,MEAT,56.367722784670555  kg
784,03/05/2022,300,10,18.650414191120987,32.38595789931417,1,0,32.89858541933739,intermediate,MEAT,39.363101762174665  kg
